ARPT_ID,ICAO_ID,ARPT_NAME,LAT_DECIMAL,LONG_DECIMAL,ELEV,RESP_ARTCC_ID,COMPUTER_ID,ARTCC_NAME,TWR_TYPE_CODE,DCC REGION,ASPM82,OEP35,Core30,Tower,Approach,Secondary Approach,Departure,Secondary Departure,Approach/Departure,Approach ID,Secondary Approach ID,Departure ID,Secondary Departure ID,Approach/Departure ID,Consolidated Approach,Consolidated Approach ID,OPSNET45
18OK,,COMANCHE COUNTY MEML HOSPITAL,34.60936666,-98.43551111,1151.5,ZFW,ZCF,FORT WORTH,NON-ATCT,South Central,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
71OK,,NEUWIRTH AIRSTRIP,34.57621111,-98.483,1185,ZFW,ZCF,FORT WORTH,NON-ATCT,South Central,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
OK44,,BIG CREEK RANCH,36.85710277,-95.47294444,853,ZKC,ZCK,KANSAS CITY,NON-ATCT,Midwest,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
O44,,MC CASLIN,35.09229277,-97.33641777,1135,ZFW,ZCF,FORT WORTH,NON-ATCT,South Central,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
OK64,,GREEN VALLEY FARMS,34.97638888,-97.33694444,1018,ZFW,ZCF,FORT WORTH,NON-ATCT,South Central,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
5OL5,,WILLSEE,35.00222222,-97.19027777,1128,ZFW,ZCF,FORT WORTH,NON-ATCT,South Central,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
HMY,KHMY,MULDROW AHP,35.02639444,-97.23162777,1091.3,ZFW,ZCF,FORT WORTH,NON-ATCT,South Central,FALSE,FALSE,FALSE,,OKE CITY,,OKE CITY,,,OKC,,OKC,,,OKE CITY,OKC,FALSE
OK56,,SOPWITH LDG,35.07625041,-97.34663361,1090,ZFW,ZCF,FORT WORTH,NON-ATCT,South Central,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
3OK5,,BEARDEN PRIVATE AIRSTRIP,34.72861111,-97.60583333,1180,ZFW,ZCF,FORT WORTH,NON-ATCT,South Central,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
1K2,,LINDSAY MUNI,34.84945138,-97.58529166,968,ZFW,ZCF,FORT WORTH,NON-ATCT,South Central,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
23OK,,MASH,34.83890277,-97.62691388,990,ZFW,ZCF,FORT WORTH,NON-ATCT,South Central,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
3OK3,,CEDAR CREST,36.10509694,-95.23524,582,ZKC,ZCK,KANSAS CITY,NON-ATCT,Midwest,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
75OK,,SYCAMORE SPRINGS RANCH,36.12149166,-95.138575,795,ZKC,ZCK,KANSAS CITY,NON-ATCT,Midwest,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
OK24,,COLBY FLD,34.20650647,-97.23118822,923,ZFW,ZCF,FORT WORTH,NON-ATCT,South Central,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
1OK5,,HOHMAN,34.98339027,-99.22952388,1563,ZFW,ZCF,FORT WORTH,NON-ATCT,South Central,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
OK55,,BOST RANCH,35.71450138,-97.22586694,1070,ZFW,ZCF,FORT WORTH,NON-ATCT,South Central,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
5OK9,,HSH AIRSTRIP,35.72194444,-97.20472222,1020,ZFW,ZCF,FORT WORTH,NON-ATCT,South Central,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
OL24,,RONKA RHEY,35.73615972,-97.18908333,981,ZFW,ZCF,FORT WORTH,NON-ATCT,South Central,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
OK61,,REDBUD POWER PLANT,35.683855,-97.227212,1016,ZFW,ZCF,FORT WORTH,NON-ATCT,South Central,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
MLC,KMLC,MC ALESTER RGNL,34.88238888,-95.78347222,770.8,ZFW,ZCF,FORT WORTH,NON-ATCT,South Central,FALSE,FALSE,FALSE,,FORT WORTH ARTCC,,FORT WORTH ARTCC,,,ZFW,,ZFW,,,FORT WORTH ARTCC,ZFW,FALSE
13OK,,MC ALESTER RGNL HOSPITAL,34.93560277,-95.74998611,705,ZFW,ZCF,FORT WORTH,NON-ATCT,South Central,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
1F4,,MADILL MUNI,34.14040194,-96.81203222,890,ZFW,ZCF,FORT WORTH,NON-ATCT,South Central,FALSE,FALSE,FALSE,,FORT WORTH ARTCC,,FORT WORTH ARTCC,,,ZFW,,ZFW,,,FORT WORTH ARTCC,ZFW,FALSE
OK46,,MC CRAYS,36.95891472,-98.07534111,1260,ZKC,ZCK,KANSAS CITY,NON-ATCT,Midwest,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
OK47,,MILLER BROTHERS,36.94169277,-98.01700611,1250,ZKC,ZCK,KANSAS CITY,NON-ATCT,Midwest,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
2K4,,SCOTT FLD,34.89261111,-99.52822222,1643.8,ZFW,ZCF,FORT WORTH,NON-ATCT,South Central,FALSE,FALSE,FALSE,,ALTUS,FORT WORTH ARTCC,ALTUS,FORT WORTH ARTCC,,LTS,ZFW,LTS,ZFW,,ALTUS / FORT WORTH ARTCC,LTS / ZFW,FALSE
7OK2,,SCOTT,34.97644555,-99.49981138,1650,ZFW,ZCF,FORT WORTH,NON-ATCT,South Central,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
1OK9,,HANKINS,33.97509944,-97.08917805,843,ZFW,ZCF,FORT WORTH,NON-ATCT,South Central,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
OK29,,TRAVIS,33.93593388,-97.05445472,862,ZFW,ZCF,FORT WORTH,NON-ATCT,South Central,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
OL27,,FAITH FLD,34.03138888,-97.00930555,791,ZFW,ZCF,FORT WORTH,NON-ATCT,South Central,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
61OK,,LEMONS AIRSTRIP,34.68385555,-97.92803333,1417,ZFW,ZCF,FORT WORTH,NON-ATCT,South Central,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
OK81,,BROWN AIRSTRIP,34.68414166,-97.86669444,1330,ZFW,ZCF,FORT WORTH,NON-ATCT,South Central,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
92OK,,HORNING FARMS AIRSTRIP,34.73073888,-98.01446111,1100,ZFW,ZCF,FORT WORTH,NON-ATCT,South Central,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
7OK8,,JIM PETTIJOHN MEML,34.66155,-98.10279444,1222,ZFW,ZCF,FORT WORTH,NON-ATCT,South Central,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
OK89,,L&L,34.69343611,-97.89815555,1416,ZFW,ZCF,FORT WORTH,NON-ATCT,South Central,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
OK91,,MALCOM FARM,34.64309722,-98.04401666,1150,ZFW,ZCF,FORT WORTH,NON-ATCT,South Central,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
84OK,,PETTIJOHN ACRES LANDING,34.66460833,-98.07731666,1270,ZFW,ZCF,FORT WORTH,NON-ATCT,South Central,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
0OK8,,RAMEY 1,34.61416666,-98.02333333,1204,ZFW,ZCF,FORT WORTH,NON-ATCT,South Central,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
2OK0,,VR AIRSTRIP,34.65693055,-97.79248055,1281,ZFW,ZCF,FORT WORTH,NON-ATCT,South Central,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
88OK,,BOICE FLD,34.62253263,-97.98069263,1225,ZKC,ZCK,KANSAS CITY,NON-ATCT,Midwest,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
1OK7,,GRIMES,34.80007583,-97.48225027,1035,ZFW,ZCF,FORT WORTH,NON-ATCT,South Central,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
O53,,MEDFORD MUNI,36.79058416,-97.74899722,1092,ZKC,ZCK,KANSAS CITY,NON-ATCT,Midwest,FALSE,FALSE,FALSE,,VANCE,KANSAS CITY ARTCC,VANCE,KANSAS CITY ARTCC,,END,ZKC,END,ZKC,,VANCE / KANSAS CITY ARTCC,END / ZKC,FALSE
4O7,,DECKER FLD,36.37216666,-98.17844444,1330,ZKC,ZCK,KANSAS CITY,NON-ATCT,Midwest,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
6OK3,,JOHNSON FLD,36.35894722,-98.14387222,1300,ZKC,ZCK,KANSAS CITY,NON-ATCT,Midwest,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
70OK,,OLD 66 STRIP,36.833675,-94.90411944,853,ZKC,ZCK,KANSAS CITY,NON-ATCT,Midwest,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
MIO,KMIO,MIAMI RGNL,36.90922222,-94.8875,806.4,ZKC,ZCK,KANSAS CITY,NON-ATCT,Midwest,FALSE,FALSE,FALSE,,KANSAS CITY ARTCC,,KANSAS CITY ARTCC,,,ZKC,,ZKC,,,KANSAS CITY ARTCC,ZKC,FALSE
8OK8,,BAPTIST RGNL HEALTH CENTER,36.87197777,-94.88113611,806,ZKC,ZCK,KANSAS CITY,NON-ATCT,Midwest,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
2OK2,,TWIN LAKES,35.32935277,-97.26973472,1198,ZFW,ZCF,FORT WORTH,NON-ATCT,South Central,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
OL15,,MIDWEST RGNL MEDICAL CENTER,35.46633333,-97.39443055,1232,ZFW,ZCF,FORT WORTH,NON-ATCT,South Central,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
2OK1,,MERCURY RANCH,34.1923025,-96.518658,801,ZFW,ZCF,FORT WORTH,NON-ATCT,South Central,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
MDF,KMDF,MOORELAND MUNI,36.48476666,-99.19416666,1970,ZKC,ZCK,KANSAS CITY,NON-ATCT,Midwest,FALSE,FALSE,FALSE,,KANSAS CITY ARTCC,,KANSAS CITY ARTCC,,,ZKC,,ZKC,,,KANSAS CITY ARTCC,ZKC,FALSE
35OL,,HENDERSON FARM,36.63308888,-99.1512125,1750,ZKC,ZCK,KANSAS CITY,NON-ATCT,Midwest,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
01OK,,MERRILL RANCH,35.89535277,-96.02612222,706,ZKC,ZCK,KANSAS CITY,NON-ATCT,Midwest,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
2OK4,,RAGWING ACRES,35.81676305,-96.05860666,780,ZKC,ZCK,KANSAS CITY,NON-ATCT,Midwest,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
OK36,,DUCKCREEK,35.88208333,-96.00486111,706,ZKC,ZCK,KANSAS CITY,NON-ATCT,Midwest,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
OL35,,AVIATION ACRES,35.86012938,-96.08203619,775,ZKC,ZCK,KANSAS CITY,NON-ATCT,Midwest,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
OK14,,WALKER FAMILY FARM,34.71951388,-98.92333333,1426,ZFW,ZCF,FORT WORTH,NON-ATCT,South Central,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
2OK5,,FERRELL RANCH,34.92895,-98.73978805,1575,ZFW,ZCF,FORT WORTH,NON-ATCT,South Central,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
83OK,,SWEETBRIAR,35.25676111,-94.57799722,560,ZME,ZCM,MEMPHIS,NON-ATCT,South Central,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
MKO,KMKO,MUSKOGEE-DAVIS RGNL,35.65775,-95.36163888,611.5,ZFW,ZCF,FORT WORTH,NON-ATCT,South Central,FALSE,FALSE,FALSE,,FORT WORTH ARTCC,,FORT WORTH ARTCC,,,ZFW,,ZFW,,,FORT WORTH ARTCC,ZFW,FALSE
94OK,,ST FRANCIS HOSPITAL MUSKOGEE,35.7516,-95.40736388,618,ZFW,ZCF,FORT WORTH,NON-ATCT,South Central,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
